date,Control,OldFireModel_Moderate_Control,OldFireModel_Extreme_Control,Treatment,OldFireModel_Moderate_Treatment,OldFireModel_Extreme_Treatment
13Apr1982,211637,211637,211902,211637,211637,211902
14Apr1982,212932,212932,213196,212932,212932,213196
15Apr1982,213764,213764,214028,213764,213764,214028
16Apr1982,214425,214425,214689,214425,214425,214689
17Apr1982,215000,215000,215178,215000,215000,215178
18Apr1982,215178,215178,215178,215178,215178,215178
19Apr1982,215178,215178,215178,215178,215178,215178
20Apr1982,215178,215178,215178,215178,215178,215178
21Apr1982,215178,215178,215178,215178,215178,215178
22Apr1982,215178,215178,215178,215178,215178,215178
23Apr1982,215178,215178,215178,215178,215178,215178
24Apr1982,215178,215178,215178,215178,215178,215178
25Apr1982,215178,215178,215178,215178,215178,215178
26Apr1982,215178,215178,215178,215178,215178,215178
27Apr1982,215178,215178,215178,215178,215178,215178
28Apr1982,215178,215178,215178,215178,215178,215178
29Apr1982,215178,215178,215178,215178,215178,215178
30Apr1982,215178,215178,215178,215178,215178,215178
01May1982,215178,215178,215178,215178,215178,215178
02May1982,215178,215178,215178,215178,215178,215178
03May1982,215178,215178,215178,215178,215178,215178
04May1982,215178,215178,215178,215178,215178,215178
05May1982,215178,215178,215178,215178,215178,215178
06May1982,215178,215178,215178,215178,215178,215178
07May1982,215178,215178,215178,215178,215178,215178
08May1982,215178,215178,215178,215178,215178,215178
09May1982,215178,215178,215178,215178,215178,215178
10May1982,215178,215178,215178,215178,215178,215178
11May1982,215178,215178,215178,215178,215178,215178
12May1982,215178,215178,215178,215178,215178,215178
13May1982,215178,215178,215178,215178,215178,215178
14May1982,215178,215178,215178,215178,215178,215178
15May1982,215178,215178,215178,215178,215178,215178
16May1982,215178,215178,215178,215178,215178,215178
17May1982,215178,215178,215178,215178,215178,215178
18May1982,215178,215178,215178,215178,215178,215178
19May1982,215178,215178,215178,215178,215178,215178
20May1982,215178,215178,215178,215178,215178,215178
21May1982,215178,215178,215178,215178,215178,215178
22May1982,215178,215178,215178,215178,215178,215178
23May1982,215178,215178,215178,215178,215178,215178
24May1982,215178,215178,215178,215178,215178,215178
25May1982,215178,215178,215178,215178,215178,215178
26May1982,215178,215178,215178,215178,215178,215178
27May1982,215178,215178,215178,215178,215178,215178
28May1982,215178,215178,215178,215178,215178,215178
29May1982,215178,215178,215178,215178,215178,215178
30May1982,215178,215178,215178,215178,215178,215178
31May1982,215178,215178,215178,215178,215178,215178
01Jun1982,215178,215178,215178,215178,215178,215178
02Jun1982,215178,215178,215178,215178,215178,215178
03Jun1982,215178,215178,215178,215178,215178,215178
04Jun1982,215178,215178,215178,215178,215178,215178
05Jun1982,215178,215178,215178,215178,215178,215178
06Jun1982,215178,215178,215178,215178,215178,215178
07Jun1982,215178,215178,215178,215178,215178,215178
08Jun1982,215178,215178,215178,215178,215178,215178
09Jun1982,215178,215178,215178,215178,215178,215178
10Jun1982,215178,215178,215178,215178,215178,215178
11Jun1982,215178,215178,215178,215178,215178,215178
12Jun1982,215178,215178,215178,215178,215178,215178
13Jun1982,215178,215178,215178,215178,215178,215178
14Jun1982,215178,215178,215178,215178,215178,215178
15Jun1982,215178,215178,215178,215178,215178,215178
16Jun1982,215178,215178,215178,215178,215178,215178
17Jun1982,215178,215178,215178,215178,215178,215178
18Jun1982,215178,215178,215178,215178,215178,215178
19Jun1982,215178,215178,215178,215178,215178,215178
20Jun1982,215178,215178,215178,215178,215178,215178
21Jun1982,215178,215178,215178,215178,215178,215178
22Jun1982,215178,215178,215178,215178,215178,215178
23Jun1982,215108,215108,215108,215108,215108,215108
24Jun1982,214884,214884,214884,214884,214884,214884
25Jun1982,214678,214678,214678,214678,214678,214678
26Jun1982,214431,214431,214431,214431,214431,214431
27Jun1982,214121,214121,214121,214121,214121,214121
28Jun1982,213726,213726,213726,213726,213726,213726
29Jun1982,213401,213401,213401,213401,213401,213401
30Jun1982,213145,213145,213145,213145,213145,213145
01Jul1982,212838,212838,212838,212838,212838,212838
02Jul1982,212427,212427,212427,212427,212427,212427
03Jul1982,211947,211947,211947,211947,211947,211947
04Jul1982,211405,211405,211405,211405,211405,211405
05Jul1982,210816,210816,210816,210816,210816,210816
06Jul1982,210173,210173,210173,210173,210173,210173
07Jul1982,209514,209514,209514,209514,209514,209514
08Jul1982,208818,208818,208818,208818,208818,208818
09Jul1982,208105,208105,208105,208105,208105,208105
10Jul1982,207356,207356,207356,207356,207356,207356
11Jul1982,206589,206589,206589,206589,206589,206589
12Jul1982,205805,205805,205805,205805,205805,205805
13Jul1982,205003,205003,205003,205003,205003,205003
14Jul1982,204183,204183,204183,204183,204183,204183
15Jul1982,203363,203363,203363,203363,203363,203363
16Jul1982,202525,202525,202525,202525,202525,202525
17Jul1982,201677,201677,201677,201677,201677,201677
18Jul1982,200818,200818,200818,200818,200818,200818
19Jul1982,199950,199950,199950,199950,199950,199950
20Jul1982,199073,199073,199073,199073,199073,199073
21Jul1982,198188,198188,198188,198188,198188,198188
22Jul1982,197293,197293,197293,197293,197293,197293
23Jul1982,196393,196393,196393,196393,196393,196393
24Jul1982,195488,195488,195488,195488,195488,195488
25Jul1982,194578,194578,194578,194578,194578,194578
26Jul1982,193664,193664,193664,193664,193664,193664
27Jul1982,192746,192746,192746,192746,192746,192746
28Jul1982,191823,191823,191823,191823,191823,191823
29Jul1982,190897,190897,190897,190897,190897,190897
30Jul1982,189965,189965,189965,189965,189965,189965
31Jul1982,189030,189030,189030,189030,189030,189030
01Aug1982,188164,188164,188164,188164,188164,188164
02Aug1982,187227,187227,187227,187227,187227,187227
03Aug1982,186575,186575,186575,186575,186575,186575
04Aug1982,185922,185922,185922,185922,185922,185922
05Aug1982,185051,185051,185051,185051,185051,185051
06Aug1982,184322,184322,184322,184322,184322,184322
07Aug1982,183595,183739,183739,183739,183739,183739
08Aug1982,183093,183238,183238,183238,183238,183238
09Aug1982,182582,182727,182871,182727,182727,182727
10Aug1982,181776,181921,182066,181921,181921,181921
11Aug1982,180825,180969,181114,180969,180969,180969
12Aug1982,180091,180163,180380,180235,180235,180235
13Aug1982,179715,179787,180004,179859,179859,179859
14Aug1982,179122,179195,179411,179267,179267,179267
15Aug1982,178384,178456,178673,178528,178528,178528
16Aug1982,177788,177860,178077,177933,177933,177933
17Aug1982,177046,177118,177335,177191,177191,177191
18Aug1982,176230,176303,176519,176375,176375,176375
19Aug1982,175485,175558,175774,175630,175630,175630
20Aug1982,175175,175247,175463,175319,175319,175319
21Aug1982,174717,174790,175006,174789,174789,174862
22Aug1982,174186,174258,174475,174258,174258,174331
23Aug1982,173798,173870,174087,173870,173870,173942
24Aug1982,173193,173265,173482,173265,173265,173337
25Aug1982,172441,172513,172730,172513,172513,172586
26Aug1982,171760,171832,172049,171832,171832,171905
27Aug1982,171441,171513,171730,171513,171513,171586
28Aug1982,170682,170747,170869,170738,170736,170745
29Aug1982,169810,169867,169908,169852,169847,169802
30Aug1982,168910,168962,168933,168940,168934,168842
31Aug1982,167996,168043,167954,168016,168008,167875
01Sep1982,167320,167367,167278,167340,167332,167200
02Sep1982,166571,166618,166529,166590,166582,166450
03Sep1982,165605,165652,165563,165625,165617,165485
04Sep1982,164713,164760,164671,164733,164725,164592
05Sep1982,163819,163866,163778,163839,163831,163699
06Sep1982,162924,162971,162882,162944,162936,162804
07Sep1982,162175,162221,162133,162194,162186,162054
08Sep1982,161426,161473,161384,161445,161437,161305
09Sep1982,160531,160577,160489,160550,160542,160410
10Sep1982,159647,159694,159605,159667,159659,159527
11Sep1982,158993,159040,158951,159013,159005,158873
12Sep1982,158326,158373,158284,158346,158338,158206
13Sep1982,157802,157849,157760,157821,157813,157681
14Sep1982,157206,157253,157164,157226,157218,157086
15Sep1982,156846,156893,156805,156866,156858,156726
16Sep1982,156618,156665,156504,156638,156630,156425
17Sep1982,156570,156616,156415,156589,156581,156355
18Sep1982,156410,156457,156256,156430,156422,156196
19Sep1982,156099,156146,155872,156119,156111,155812
20Sep1982,155591,155638,155292,155610,155602,155232
21Sep1982,154998,155045,154699,155018,155010,154639
22Sep1982,154685,154732,154386,154705,154697,154326
23Sep1982,154514,154561,154215,154534,154526,154155
24Sep1982,154293,154340,153994,154312,154305,153934
25Sep1982,154880,154926,154581,154899,154891,154521
26Sep1982,154465,154512,154167,154485,154477,154107
27Sep1982,153822,153869,153451,153842,153834,153391
28Sep1982,153242,153288,152871,153261,153253,152811
29Sep1982,152794,152841,152423,152813,152805,152363
30Sep1982,151881,151932,151300,151903,151891,151315
01Oct1982,151627,151677,151211,151649,151636,151192
02Oct1982,151394,151444,151110,151416,151403,151058
03Oct1982,151185,151235,151033,151206,151194,150915
04Oct1982,151000,151050,151013,151022,151009,150797
05Oct1982,150778,150828,151056,150800,150788,150740
06Oct1982,150653,150703,151063,150675,150663,150714
07Oct1982,150653,150704,151229,150675,150663,150880
08Oct1982,150553,150603,151327,150575,150562,150945
09Oct1982,150472,150522,151345,150494,150481,150930
10Oct1982,150382,150433,151520,150404,150392,151006
11Oct1982,150223,150273,151492,150245,150232,150912
12Oct1982,150127,150177,151561,150149,150136,150915
13Oct1982,150061,150112,151628,150083,150071,150949
14Oct1982,149895,149945,151693,149917,149905,150981
15Oct1982,149807,149857,151771,149829,149850,150926
16Oct1982,149702,149753,151864,149724,149745,150954
17Oct1982,149629,149679,151956,149651,149671,150946
18Oct1982,149555,149605,152113,149577,149597,151070
19Oct1982,149481,149531,152171,149503,149524,151129
20Oct1982,149407,149457,152263,149429,149450,151154
21Oct1982,149311,149362,152299,149333,149354,151157
22Oct1982,149173,149224,152293,149195,149216,151052
23Oct1982,149660,149710,152945,149682,149703,151671
24Oct1982,150312,150329,153729,150301,150355,152422
25Oct1982,154880,154865,158429,154869,154923,157056
26Oct1982,160009,159993,163690,159998,160052,162284
27Oct1982,161042,161026,164987,161031,161084,163515
28Oct1982,161692,161643,165868,161681,161735,164330
29Oct1982,162112,162063,166454,162068,162155,164816
30Oct1982,164460,164411,168900,164415,164502,167230
31Oct1982,165764,165715,170303,165720,165806,168633
01Nov1982,166695,166646,171465,166650,166737,169762
02Nov1982,165959,165911,170929,165915,166002,169193
03Nov1982,165144,165095,170245,165100,165187,168443
04Nov1982,164209,164160,169475,164165,164251,167640
05Nov1982,163307,163259,168607,163263,163350,166739
06Nov1982,162506,162392,167872,162462,162549,166004
07Nov1982,161590,161475,167121,161546,161633,165253
08Nov1982,160839,160724,166370,160795,160882,164502
09Nov1982,159973,159825,165603,159929,160016,163701
10Nov1982,159040,158892,164835,158996,159083,162868
11Nov1982,158074,157926,164067,158030,158117,162100
12Nov1982,157026,156878,163085,156982,157069,161085
13Nov1982,155846,155698,162070,155802,155888,159971
14Nov1982,154650,154502,161072,154605,154692,158840
15Nov1982,153420,153272,160073,153409,153496,157710
16Nov1982,152373,152192,159159,152362,152449,156795
17Nov1982,151386,151205,158402,151375,151461,155973
18Nov1982,153172,152991,160221,153161,153247,157792
19Nov1982,153555,153374,160836,153544,153631,158340
20Nov1982,153147,152966,160791,153136,153222,158163
21Nov1982,152488,152307,160430,152477,152564,157538
22Nov1982,151842,151661,160015,151831,151918,157057
23Nov1982,151208,151027,159678,151197,151317,156654
24Nov1982,150428,150247,159097,150450,150636,156072
25Nov1982,149569,149388,158435,149591,149777,155378
26Nov1982,148657,148443,157689,148679,148865,154598
27Nov1982,147717,147503,156980,147772,147958,153790
28Nov1982,147554,147340,157015,147642,147828,153760
29Nov1982,148314,148100,157874,148402,148588,154618
30Nov1982,148984,148770,158643,149072,149258,155388
01Dec1982,149020,148806,158678,149108,149293,155423
02Dec1982,148829,148615,158487,148917,149103,155232
03Dec1982,148542,148328,158201,148631,148816,154946
04Dec1982,148229,148015,157887,148317,148503,154632
05Dec1982,147911,147697,157569,147999,148185,154314
06Dec1982,147533,147319,157191,147621,147807,153936
07Dec1982,147116,146902,156774,147204,147390,153519
08Dec1982,146635,146421,156292,146723,146909,153038
09Dec1982,146108,145894,155765,146196,146382,152511
10Dec1982,145573,145359,155230,145661,145847,151976
11Dec1982,145014,144800,154671,145102,145288,151416
12Dec1982,144435,144221,154092,144523,144709,150838
13Dec1982,143871,143657,153528,143959,144145,150273
14Dec1982,143260,143046,152916,143348,143533,149662
15Dec1982,142622,142408,152279,142710,142896,149024
16Dec1982,141959,141745,151616,142048,142233,148362
17Dec1982,141743,141529,151400,141831,142017,148145
18Dec1982,141339,141125,150995,141427,141613,147741
19Dec1982,140844,140630,150500,140932,141118,147246
20Dec1982,140850,140637,150506,140939,141124,147252
21Dec1982,141871,141657,151527,141959,142145,148273
22Dec1982,142659,142445,152315,142747,142933,149061
23Dec1982,143418,143204,153073,143506,143692,149819
24Dec1982,144160,143946,153816,144248,144434,150562
25Dec1982,144452,144239,154108,144541,144726,150854
26Dec1982,144486,144272,154141,144574,144760,150887
27Dec1982,144401,144187,154056,144489,144675,150802
28Dec1982,144224,144010,153878,144312,144497,150624
29Dec1982,143984,143770,153639,144072,144258,150385
30Dec1982,143666,143452,153321,143754,143940,150067
31Dec1982,143289,143075,152943,143377,143563,149690
01Jan1983,142834,142620,152377,142922,143108,149163
02Jan1983,142344,142130,151486,142432,142618,148489
03Jan1983,141780,141566,150488,141868,142054,147780
04Jan1983,141216,141002,149706,141304,141489,147143
05Jan1983,140690,140476,149036,140778,140964,146473
06Jan1983,140283,140069,148550,140371,140556,145986
07Jan1983,140059,139845,148214,140147,140333,145651
08Jan1983,139756,139542,147550,139772,139958,144987
09Jan1983,139429,139215,147000,139445,139630,144476
10Jan1983,139271,139057,146658,139287,139472,144245
11Jan1983,138962,138748,146237,138978,139164,143792
12Jan1983,138523,138309,145719,138539,138724,143241
13Jan1983,138340,138126,145280,138356,138541,142801
14Jan1983,138229,138015,145024,138245,138430,142546
15Jan1983,138157,137943,144841,138173,138359,142363
16Jan1983,138028,137814,144527,138043,138229,142121
17Jan1983,137844,137630,144232,137860,138045,141826
18Jan1983,137656,137442,143893,137672,137858,141671
19Jan1983,137501,137287,143699,137517,137703,141549
20Jan1983,137357,137143,143587,137372,137558,141405
21Jan1983,137270,137056,143422,137286,137471,141279
22Jan1983,137259,137045,143227,137275,137461,141195
23Jan1983,137190,136976,143191,137206,137392,141160
24Jan1983,137352,137138,143314,137367,137553,141249
25Jan1983,137425,137211,143314,137441,137626,141249
26Jan1983,137316,137102,143199,137332,137518,141207
27Jan1983,137121,136907,143070,137137,137322,141078
28Jan1983,137062,136848,142933,137078,137263,141013
29Jan1983,136952,136738,142889,136968,137153,140969
30Jan1983,136915,136702,142740,136931,137117,140820
31Jan1983,136736,136522,142554,136784,136970,140674
01Feb1983,136053,135840,141760,136102,136288,139847
02Feb1983,135401,135187,141102,135450,135636,139260
03Feb1983,134845,134631,140612,134894,135079,138737
04Feb1983,134399,134185,140198,134447,134633,138324
05Feb1983,133943,133729,139803,133992,134178,137862
06Feb1983,133684,133470,139326,133732,133846,137530
07Feb1983,133477,133264,139186,133526,133639,137357
08Feb1983,133572,133358,139063,133620,133734,137306
09Feb1983,133300,133086,138746,133349,133462,136989
10Feb1983,133243,133029,138544,133292,133405,136932
11Feb1983,132962,132748,138256,133011,133124,136645
12Feb1983,133018,132804,138234,133067,133180,136695
13Feb1983,133607,133393,138856,133689,133802,137317
14Feb1983,133700,133486,139014,133781,133895,137475
15Feb1983,133897,133683,139140,133979,134092,137600
